municipio_id,municipio_nombre,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,,,,,,,,,,,,,,,,
06,Total,15625084,15909607,16100618,16289599,16476149,16659931,16841135,17020012,17196396,17370144,17541141,17709598,17523996,18039509,18200851,18359753,,,,,,,,0,,,,,,,,
06007,Adolfo Alsina,17072,17249,17276,17303,17330,17356,17382,17407,17433,17458,17483,17507,17552,17556,17580,17603,,,,,,,,,,,,,,,,
06014,Adolfo Gonzales Chaves,12047,12142,12116,12091,12065,12040,12016,11992,11968,11944,11922,11899,12914,11855,11832,11811,,,,,,,,,,,,,,,,
06021,Alberti,10654,10773,10799,10824,10850,10875,10900,10924,10948,10972,10995,11018,12982,11064,11085,11107,,,,,,,,,,,,,,,,
06028,Almirante Brown,552902,561349,565509,569911,574263,578513,582541,586564,590418,594270,597969,601618,584827,608878,612438,616000,,,,,,,,,,,,,,,,
06077,Arrecifes,29044,29473,29690,29905,30117,30326,30532,30735,30936,31133,31328,31520,32215,31895,32078,32259,,,,,,,,,,,,,,,,
06035,Avellaneda,342677,346847,347924,348999,350080,351165,352246,353273,354314,355352,356392,357440,367554,359550,360583,361532,,,,,,,,,,,,,,,,
06042,Ayacucho,20337,20588,20671,20752,20832,20911,20990,21067,21143,21218,21291,21364,21977,21506,21577,21645,,,,,,,,,,,,,,,,
06049,Azul,65280,66029,66221,66411,66598,66782,66965,67144,67321,67495,67667,67835,75905,68167,68329,68487,,,,,,,,,,,,,,,,
06056,Bahía Blanca,301572,304829,305445,306056,306657,307250,307836,308413,308982,309544,310095,310639,336557,311704,312224,312738,,,,,,,,,,,,,,,,
06063,Balcarce,43823,44349,44506,44662,44816,44966,45116,45262,45408,45551,45691,45829,48982,46102,46234,46365,,,,,,,,,,,,,,,,
06070,Baradero,32761,33325,33677,34027,34371,34710,35045,35375,35701,36022,36338,36649,40002,37258,37556,37849,,,,,,,,,,,,,,,,
06084,Benito Juárez,20239,20440,20450,20461,20472,20482,20493,20503,20513,20523,20532,20542,22292,20561,20570,20579,,,,,,,,,,,,,,,,
06091,Berazategui,324244,330277,334458,338647,342682,346658,350578,354447,358262,362021,365771,369294,358712,376431,379921,383458,,,,,,,,,,,,,,,,
06098,Berisso,88470,89877,90675,91466,92246,93015,93773,94522,95259,95987,96701,97406,100930,98786,99461,100126,,,,,,,,,,,,,,,,
06105,Bolívar,34190,34626,34783,34939,35092,35244,35393,35540,35684,35828,35969,36108,37594,36378,36512,36642,,,,,,,,,,,,,,,,
06112,Bragado,41336,41756,41801,41846,41891,41935,41978,42020,42062,42103,42144,42184,46504,42262,42301,42338,,,,,,,,,,,,,,,,
06119,Brandsen,26367,26960,27436,27906,28371,28828,29279,29725,30164,30597,31023,31442,32448,32263,32665,33061,,,,,,,,,,,,,,,,
06126,Campana,94461,96152,97252,98340,99415,100474,101518,102549,103565,104566,105552,106522,110566,108423,109352,110268,,,,,,,,,,,,,,,,
06134,Cañuelas,51892,53205,54342,55468,56579,57673,58752,59817,60867,61903,62921,63923,70684,65888,66849,67795,,,,,,,,,,,,,,,,
06140,Capitán Sarmiento,14494,14767,14957,15144,15329,15512,15692,15869,16044,16216,16387,16553,15965,16881,17041,17198,,,,,,,,,,,,,,,,
06147,Carlos Casares,22237,22544,22680,22815,22947,23078,23206,23334,23459,23583,23704,23824,23100,24059,24173,24286,,,,,,,,,,,,,,,,
06154,Carlos Tejedor,11570,11679,11678,11677,11676,11675,11674,11673,11672,11671,11671,11669,14079,11667,11667,11665,,,,,,,,,,,,,,,,
06161,Carmen de Areco,14692,14888,14967,15044,15121,15197,15271,15345,15418,15489,15560,15629,17499,15765,15831,15896,,,,,,,,,,,,,,,,
06168,Castelli,8205,8312,8354,8396,8437,8478,8517,8556,8595,8633,8671,8708,9594,8781,8816,8851,,,,,,,,,,,,,,,,
06210,Chacabuco,48703,49431,49806,50179,50546,50907,51263,51615,51962,52304,52640,52971,52729,53620,53937,54249,,,,,,,,,,,,,,,,
06218,Chascomús,42277,37249.99587,37622.40442,37991.42744,38356.20473,38714.21096,39067.99908,39416.68129,39760.31282,40099.69862,40434.00612,40761.54256,42452,41405.62626,41719.62057,42030.22935,,,,,,,,,,,,,,,,
06224,Chivilcoy,64185,65066,65458,65845,66228,66605,66976,67343,67705,68062,68412,68758,70839,69435,69766,70091,,,,,,,,,,,,,,,,
06175,Colón,24890,25276,25487,25695,25901,26105,26305,26503,26697,26889,27078,27264,27504,27629,27806,27982,,,,,,,,,,,,,,,,
06182,Coronel de Marina Leonardo Rosales,62152,62796,62880,62962,63044,63124,63203,63281,63358,63433,63508,63581,67503,63725,63795,63864,,,,,,,,,,,,,,,,
06189,Coronel Dorrego,15825,15911,15829,15747,15668,15589,15511,15435,15359,15285,15212,15141,15968,15000,14931,14864,,,,,,,,,,,,,,,,
06196,Coronel Pringles,22933,23068,22965,22861,22760,22659,22561,22463,22368,22273,22180,22089,24420,21910,21823,21737,,,,,,,,,,,,,,,,
06203,Coronel Suárez,38320,38812,38988,39163,39336,39506,39673,39838,40001,40162,40320,40474,42110,40778,40927,41073,,,,,,,,,,,,,,,,
06231,Daireaux,16889,17138,17263,17387,17508,17629,17747,17863,17979,18093,18204,18314,18422,18530,18635,18738,,,,,,,,,,,,,,,,
06238,Dolores,27042,27406,27559,27711,27860,28007,28152,28296,28438,28576,28714,28849,32032,29113,29242,29370,,,,,,,,,,,,,,,,
06245,Ensenada,56729,57615,58103,58585,59062,59532,59995,60452,60903,61346,61783,62214,63997,63057,63469,63874,,,,,,,,,,,,,,,,
06252,Escobar,213619,218766,223018,227205,231337,235408,239461,243456,247385,251245,255073,258805,256268,266121,269692,273209,,,,,,,,,,,,,,,,
06260,Esteban Echeverría,300959,308861,316567,323806,331031,337890,344795,351564,358342,364641,370900,377237,338480,389731,395856,402021,,,,,,,,,,,,,,,,
06266,Exaltación de la Cruz,29805,30591,31288,31978,32659,33330,33991,34643,35287,35922,36545,37161,40159,38364,38953,39532,,,,,,,,,,,,,,,,
06270,Ezeiza,163722,169284,175333,181122,186842,192430,197895,203292,208615,213864,219031,224228,201511,234233,239220,244167,,,,,,,,,,,,,,,,
06274,Florencio Varela,426005,436751,446287,455672,464939,473950,482757,491652,500225,508671,517082,525270,496433,541606,549812,557936,,,,,,,,,,,,,,,,
06277,Florentino Ameghino,8869,9007,9082,9155,9228,9300,9371,9441,9510,9578,9645,9711,10790,9839,9903,9964,,,,,,,,,,,,,,,,
06280,General Alvarado,39594,40293,40744,41191,41632,42066,42494,42917,43334,43744,44149,44546,45526,45326,45707,46083,,,,,,,,,,,,,,,,
06287,General Alvear,11130,11260,11286,11311,11336,11361,11385,11410,11433,11456,11480,11503,12631,11546,11568,11590,,,,,,,,,,,,,,,,
06294,General Arenales,14903,15044,15047,15048,15050,15052,15054,15056,15058,15059,15061,15062,16350,15066,15068,15070,,,,,,,,,,,,,,,,
06301,General Belgrano,17365,17665,17856,18045,18230,18414,18594,18773,18949,19123,19293,19461,20791,19790,19951,20110,,,,,,,,,,,,,,,,
06308,General Guido,2816,2847,2852,2857,2862,2867,2872,2877,2882,2887,2892,2897,3174,2906,2910,2915,,,,,,,,,,,,,,,,
06315,General Juan Madariaga,19747,20062,20241,20419,20594,20767,20938,21106,21273,21436,21596,21755,22624,22065,22217,22367,,,,,,,,,,,,,,,,
06322,General La Madrid,10783,10866,10839,10814,10788,10763,10738,10713,10689,10665,10642,10619,11618,10573,10551,10529,,,,,,,,,,,,,,,,
06329,General Las Heras,14889,15215,15472,15727,15978,16226,16469,16710,16948,17182,17412,17639,18022,18083,18300,18514,,,,,,,,,,,,,,,,
06336,General Lavalle,3700,3792,3870,3947,4023,4099,4172,4246,4318,4389,4459,4528,4870,4663,4729,4794,,,,,,,,,,,,,,,,
06343,General Paz,11202,11343,11392,11441,11489,11536,11583,11629,11674,11719,11763,11806,14207,11891,11932,11973,,,,,,,,,,,,,,,,
06351,General Pinto,11261,11379,11394,11409,11423,11438,11452,11467,11481,11494,11508,11521,12941,11547,11560,11573,,,,,,,,,,,,,,,,
06357,General Pueyrredón,618989,627723,631064,634372,637637,640855,644055,647215,650332,653406,656456,659462,667082,665357,668242,671085,,,,,,,,,,,,,,,,
06364,General Rodríguez,87185,89700,92041,94357,96643,98895,101116,103308,105469,107599,109695,111759,142709,115802,117780,119727,,,,,,,,,,,,,,,,
06371,General San Martín,414196,418790,419531,420271,421009,421725,422440,423153,423877,424567,425265,425911,450518,427191,427783,428283,,,,,,,,,,,,,,,,
06385,General Viamonte,18078,18288,18343,18397,18451,18505,18556,18608,18659,18709,18758,18807,22649,18903,18949,18995,,,,,,,,,,,,,,,,
06392,General Villegas,30864,31324,31555,31784,32009,32232,32451,32667,32880,33090,33297,33501,35251,33899,34094,34286,,,,,,,,,,,,,,,,
06399,Guaminí,11826,11988,12058,12127,12195,12263,12329,12394,12458,12522,12584,12646,11801,12766,12825,12883,,,,,,,,,,,,,,,,
06406,Hipólito Yrigoyen,9585,9722,9784,9847,9909,9970,10029,10089,10148,10205,10262,10318,10661,10427,10480,10533,,,,,,,,,,,,,,,,
06408,Hurlingham,181241,183764,184914,186052,187174,188280,189371,190447,191508,192554,193583,194597,185641,196582,197553,198509,,,,,,,,,,,,,,,,
06410,Ituzaingó,167824,170292,171536,172766,173981,175177,176356,177521,178670,179801,180914,182011,180232,183959,184910,185845,,,,,,,,,,,,,,,,
06412,José C. Paz,265981,271557,275801,279999,284145,288228,292304,296279,300035,303896,307443,311187,326992,318364,321710,324990,,,,,,,,,,,,,,,,
06413,Junín,90305,92712,92811,92911,93013,93115,93168,93221,93274,93329,93384,93440,103787,93553,93611,93670,,,,,,,,,,,,,,,,
06420,La Costa,69633,70933,71826,72708,73580,74439,75285,76121,76945,77756,78554,79341,100689,80883,81637,82379,,,,,,,,,,,,,,,,
06427,La Matanza,1775816,1830526,1883251,1935394,1986784,2037428,2087359,2136695,2185597,2233860,2281194,2327874,1841247,2419872,2464843,2509547,,,,,,,,,,,,,,,,
06441,La Plata,654324,664746,670477,676195,681831,687378,692779,698164,703504,708733,713947,719013,768547,728912,733741,738505,,,,,,,,,,,,,,,,
06434,Lanús,459263,463478,463401,463325,463251,463178,463106,463034,462964,462895,462827,462760,461267,462628,462564,462501,,,,,,,,,,,,,,,,
06448,Laprida,10210,10353,10417,10481,10544,10606,10668,10728,10788,10847,10905,10962,11646,11074,11128,11182,,,,,,,,,,,,,,,,
06455,Las Flores,23871,24127,24157,24186,24215,24244,24272,24300,24328,24355,24382,24410,27239,24462,24487,24513,,,,,,,,,,,,,,,,
06462,Leandro N. Alem,16799,16995,17047,17099,17150,17200,17250,17300,17348,17396,17442,17489,17266,17580,17624,17667,,,,,,,,,,,,,,,,
06466,Lezama,-,5742.004126,5809.595576,5876.572559,5942.795266,6007.789037,6072.000915,6135.31871,6197.687184,6259.301384,6319.993881,6379.457443,6221,6496.373738,6553.379429,6609.770652,,,,,,,,,,,,,,,,
06469,Lincoln,41808,42216,42227,42238,42248,42259,42270,42281,42291,42302,42312,42323,45506,42342,42353,42363,,,,,,,,,,,,,,,,
06476,Lobería,17523,17736,17799,17863,17925,17986,18047,18107,18166,18224,18281,18338,18243,18447,18502,18555,,,,,,,,,,,,,,,,
06483,Lobos,36172,36765,37132,37496,37854,38208,38557,38900,39239,39573,39901,40225,41760,40858,41168,41473,,,,,,,,,,,,,,,,
06490,Lomas de Zamora,616279,624289,627150,630029,632842,635593,638287,640916,643437,645880,648312,650678,690480,655122,657218,659249,,,,,,,,,,,,,,,,
06497,Luján,106273,108250,109603,110942,112263,113564,114848,116114,117364,118593,119805,120998,111251,123334,124477,125602,,,,,,,,,,,,,,,,
06505,Magdalena,19301,19121,19315,19508,19697,19883,20041,20195,20346,20493,20613,20729,26613,20953,21059,21163,,,,,,,,,,,,,,,,
06511,Maipú,10188,10263,10275,10288,10301,10314,10328,10343,10357,10372,10388,10402,11323,10435,10452,10469,,,,,,,,,,,,,,,,
06515,Malvinas Argentinas,322375,328087,331834,335491,339152,342798,346406,349867,353281,356643,359953,363263,350674,369648,372771,375896,,,,,,,,,,,,,,,,
06518,Mar Chiquita,21279,21782,22199,22612,23019,23420,23816,24206,24591,24971,25344,25712,33110,26432,26784,27131,,,,,,,,,,,,,,,,
06525,Marcos Paz,54181,55618,56887,58145,59385,60607,61811,63001,64174,65329,66466,67586,67011,69780,70853,71909,,,,,,,,,,,,,,,,
06532,Mercedes,63284,64184,64607,65025,65437,65844,66245,66640,67030,67415,67793,68165,72980,68895,69252,69603,,,,,,,,,,,,,,,,
06539,Merlo,528494,539009,546383,554007,561566,569165,576737,584267,591763,599119,606413,613509,582486,626975,633540,639681,,,,,,,,,,,,,,,,
06547,Monte,21034,21357,21638,21915,22207,22482,22832,23127,23396,23699,23896,24198,24868,24796,25103,25393,,,,,,,,,,,,,,,,
06553,Monte Hermoso,6499,6630,6718,6807,6895,6980,7064,7147,7230,7310,7390,7468,8465,7621,7695,7769,,,,,,,,,,,,,,,,
06560,Moreno,452505,463151,472015,481041,489912,498713,507403,516093,524675,533292,541691,549930,576632,566103,574034,581729,,,,,,,,,,,,,,,,
06568,Morón,321109,323680,323076,322489,321920,321351,320781,320218,319674,319138,318632,318104,331183,317073,316559,316073,,,,,,,,,,,,,,,,
06574,Navarro,17054,17293,17399,17505,17609,17712,17815,17914,18013,18110,18206,18301,19899,18485,18575,18665,,,,,,,,,,,,,,,,
06581,Necochea,92933,93970,94207,94442,94673,94902,95126,95348,95568,95783,95995,96204,102110,96614,96814,97011,,,,,,,,,,,,,,,,
06588,9 de Julio,47722,48217,48283,48347,48413,48475,48539,48601,48661,48721,48780,48838,52607,48952,49008,49063,,,,,,,,,,,,,,,,
06595,Olavarría,111708,113339,114137,114926,115706,116473,117230,117977,118715,119441,120154,120858,125751,122236,122911,123574,,,,,,,,,,,,,,,,
06602,Patagones,30207,30610,30773,30935,31094,31250,31405,31557,31708,31856,32002,32146,37646,32427,32565,32701,,,,,,,,,,,,,,,,
06609,Pehuajó,39776,40249,40389,40527,40664,40798,40930,41060,41189,41316,41441,41564,44783,41805,41923,42039,,,,,,,,,,,,,,,,
06616,Pellegrini,5887,5929,5960,5972,5983,5995,6007,6020,6032,6045,6058,6072,7143,6099,6113,6128,,,,,,,,,,,,,,,,
06623,Pergamino,104590,105906,106387,106863,107332,107794,108251,108700,109145,109582,110012,110435,115340,111266,111672,112071,,,,,,,,,,,,,,,,
06630,Pila,3640,3697,3728,3760,3791,3821,3851,3880,3909,3937,3966,3994,4642,4048,4074,4100,,,,,,,,,,,,,,,,
06638,Pilar,299077,307852,316084,324228,332268,340189,347998,355707,363309,370798,378167,385426,394754,399645,406599,413447,,,,,,,,,,,,,,,,
06644,Pinamar,25728,26410,27015,27614,28206,28789,29364,29931,30491,31042,31584,32119,39449,33166,33677,34182,,,,,,,,,,,,,,,,
06648,Presidente Perón,81141,83780,86372,88936,91467,93960,96420,98847,101239,103597,105918,108203,102106,112680,114868,117024,,,,,,,,,,,,,,,,
